id,code,erpOrderCode,receiptType,companyCode,qtyRatio,totalQty,totalLines,leadingSts,trailingSts,returnWaybillCode,shipFromAttentionTo,uploadBatch,created,userDef5,userDef6,receiptNote,endCheckinDatetime,auditStatus,iqcStatus,crossDockMode,returnException
6684989,779660,EB2602020045806,THRK,HF-SPD,0,1,1,900,900,772056298389925,,2026-02-09 17:28:09,2026-02-06 16:04:00,S天猫网上旗舰,,,2026-02-09 17:10:08,-2,0,0,0
6684990,779474,EB2602010028286,THRK,HF-SPD,0,1,1,900,900,772056280990544,,2026-02-08 14:22:08,2026-02-06 16:04:01,S天猫网上旗舰,,,2026-02-08 14:07:32,-2,0,0,0
6684991,779562,EB2602030045664,THRK,HF-SPD,0,1,1,900,900,1320607173433,,2026-02-07 10:32:06,2026-02-06 16:04:01,S天猫网上旗舰,,,2026-02-07 10:21:01,-2,0,0,0
6684993,779662,EB2602020045807,THRK,HF-SPD,0,1,1,900,900,772056298389925,,2026-02-09 15:24:07,2026-02-06 16:04:02,S天猫网上旗舰,,,2026-02-09 13:33:51,-2,0,0,0
6684994,779318,EB2602020032647,THRK,HF-SPD,0,1,1,900,900,631148179042472,,2026-02-07 19:26:08,2026-02-06 16:04:02,S天猫网上旗舰,,,2026-02-07 18:56:55,-2,0,0,0
6685007,779584,EB2602030035204,THRK,HF-SPD,0,1,1,900,900,73595334661160,,2026-02-08 13:32:11,2026-02-06 16:05:00,S天猫网上旗舰,,,2026-02-08 11:12:01,-2,0,0,0
6685010,779637,EB2601300038990,THRK,HF-SPD,0,1,1,100,100,1320621783133,,,2026-02-06 16:05:00,S天猫网上旗舰,,,,-2,0,0,0
6685012,778477,EB2601290040137,THRK,HF-SPD,0,1,1,100,100,1320453273933,,,2026-02-06 16:05:01,S天猫网上旗舰,,,,-2,0,0,0
6685013,778604,EB2601280024028,THRK,HF-SPD,0,1,1,900,900,631148261677716,,2026-02-07 20:28:09,2026-02-06 16:05:01,S天猫网上旗舰,,,2026-02-07 19:22:58,-2,0,0,0
6685015,779380,EB2602020022785,THRK,HF-SPD,0,1,1,900,900,JT3152969840828,,2026-02-08 13:32:12,2026-02-06 16:05:01,S天猫网上旗舰,,,2026-02-08 11:18:54,-2,0,0,0
6685017,778055,EB2601280030945,THRK,HF-SPD,0,1,1,100,100,772056326184208,,,2026-02-06 16:05:02,S天猫网上旗舰,,,,-2,0,0,0
6685018,778902,EB2602010047469,THRK,HF-SPD,0,1,1,900,900,JT3152948926200,,2026-02-08 17:42:08,2026-02-06 16:05:02,S天猫网上旗舰,,,2026-02-08 15:25:23,-2,0,0,0
6685019,779376,EB2602020033765,THRK,HF-SPD,0,1,1,100,100,1320452710733,,,2026-02-06 16:05:03,S天猫网上旗舰,,,,-2,0,0,0
6685020,778900,EB2602010047469,THRK,HF-SPD,0,2,1,900,900,JT3152948926200,,2026-02-08 17:42:08,2026-02-06 16:05:03,S天猫网上旗舰,,,2026-02-08 15:25:35,-2,0,0,0
6685021,778899,EB2602010047469,THRK,HF-SPD,0,1,1,900,900,JT3152948926200,,2026-02-08 17:42:08,2026-02-06 16:05:03,S天猫网上旗舰,,,2026-02-08 15:25:44,-2,0,0,0
6685022,780008,EB2602030035203,THRK,HF-SPD,0,1,1,900,900,73595334661160,,2026-02-08 13:32:11,2026-02-06 16:05:04,S天猫网上旗舰,,,2026-02-08 11:12:09,-2,0,0,0
6685023,779564,EB2602010018300,THRK,HF-SPD,0,1,1,900,900,1320607173433,,2026-02-07 10:32:07,2026-02-06 16:05:04,S天猫网上旗舰,,,2026-02-07 10:21:11,-2,0,0,0
6685024,779374,EB2602020022786,THRK,HF-SPD,0,1,1,900,900,JT3152969840828,,2026-02-08 13:32:12,2026-02-06 16:05:04,S天猫网上旗舰,,,2026-02-08 11:19:22,-2,0,0,0
6685025,779647,EB2602010042759,THRK,HF-SPD,0,1,1,900,900,SF5109744207448,,2026-02-07 19:26:07,2026-02-06 16:05:05,S天猫网上旗舰,,,2026-02-07 18:52:59,-2,0,0,0
6685026,779636,EB2601300038990,THRK,HF-SPD,0,1,1,100,100,1320621783133,,,2026-02-06 16:05:05,S天猫网上旗舰,,,,-2,0,0,0
6685046,780010,EB2601270025970,HHRK,HF-SPD,0,1,1,900,900,1343435742418,,2026-02-06 19:50:09,2026-02-06 16:07:01,S抖音睿沃旗舰店,,,2026-02-06 19:19:41,-2,0,0,0
6685160,780013,EB2602020035484,THRK,HF-SPD,0,1,1,900,900,SF5124330330968,,2026-02-06 19:50:10,2026-02-06 16:11:00,S抖音睿沃旗舰店,,,2026-02-06 19:20:10,-2,0,0,0
6685181,779995,EB2601310048233,THRK,HF-SPD,0,1,1,900,900,73595391689984,,2026-02-08 17:42:06,2026-02-06 16:13:00,S抖音睿沃旗舰店,,,2026-02-08 16:08:56,-2,0,0,0
6685199,779994,EB2601310048233,THRK,HF-SPD,0,1,1,900,900,73595391689984,,2026-02-08 17:42:07,2026-02-06 16:14:00,S抖音睿沃旗舰店,,,2026-02-08 16:09:03,-2,0,0,0
6685251,OPU2602060000027,OPU2602060000027,CGRK,HF-SPD,0,1,1,900,900,,,2026-02-10 14:24:00,2026-02-06 16:15:00,,,,2026-02-10 14:21:32,-2,0,0,0
6685416,778252,EB2602010005625,THRK,HF-SPD,0,1,1,900,900,73594979705764,,2026-02-07 17:48:06,2026-02-06 16:23:01,S抖音睿沃旗舰店,,,2026-02-07 17:28:49,-2,0,0,0
6685636,780022,EB2602030026306,THRK,HF-SPD,0,1,1,900,900,JDVA41845234181,,2026-02-09 11:20:38,2026-02-06 16:30:01,S京东网上商城,,,2026-02-09 10:55:39,-2,0,0,0
6685956,780034,EB2602040019480,THRK,HF-SPD,0,1,1,900,900,JDVA41845831269,,2026-02-09 18:02:06,2026-02-06 16:42:00,S京东网上商城,,,2026-02-09 17:27:58,-2,0,0,0
6685957,780035,EB2602040019480,THRK,HF-SPD,0,1,1,900,900,JDVA41845831269,,2026-02-09 18:02:07,2026-02-06 16:42:01,S京东网上商城,,,2026-02-09 17:28:05,-2,0,0,0
6685979,780036,EB2602040018889,THRK,HF-SPD,0,1,1,900,900,JDVA41845844973,,2026-02-09 17:28:10,2026-02-06 16:43:00,S京东网上商城,,,2026-02-09 17:24:49,-2,0,0,0
6686063,780007,EB2602040007338,THRK,HF-SPD,0,1,1,900,900,SF5126012072721,,2026-02-08 13:32:09,2026-02-06 16:48:00,S天猫网上旗舰,,,2026-02-08 09:58:12,-2,0,0,0
6686064,780006,EB2601260049338,HHRK,HF-SPD,0,1,1,900,900,JT3153012316718,,2026-02-09 19:56:05,2026-02-06 16:48:00,S天猫网上旗舰,,,2026-02-09 19:41:15,-2,0,0,0
6686167,780051,EB2602040019480,THRK,HF-SPD,0,1,1,900,900,JDVA41846203698,,2026-02-09 17:28:10,2026-02-06 16:52:00,S京东网上商城,,,2026-02-09 17:23:23,-2,0,0,0
6686206,780045,EB2602010041055,THRK,HF-SPD,0,1,1,900,900,JDX049006557707,,2026-02-09 11:28:05,2026-02-06 16:54:01,S抖音睿沃旗舰店,,,2026-02-09 11:23:41,-2,0,0,0
6686373,780060,EB2602040030843,THRK,HF-SPD,0,1,1,900,900,JDVA41846492849,,2026-02-08 17:42:09,2026-02-06 17:03:00,S京东网上商城,,,2026-02-08 16:50:29,-2,0,0,0
6686524,OPU2602060000033,OPU2602060000033,CGRK,HF-SPD,0,30180,1509,100,100,,,,2026-02-06 17:11:02,,,,,-2,0,0,0
6686546,779257,EB2602030034234,THRK,HF-SPD,0,1,1,900,900,73595216933544,,2026-02-09 17:28:06,2026-02-06 17:13:01,S抖音睿沃旗舰店,,,2026-02-09 16:12:25,-2,0,0,0
6686564,780025,EB2602020001856,THRK,HF-SPD,0,1,1,900,900,73595399360093,,2026-02-08 17:42:07,2026-02-06 17:14:00,S抖音睿沃旗舰店,,,2026-02-08 16:12:47,-2,0,0,0
6686565,779258,EB2602030034234,THRK,HF-SPD,0,1,1,900,900,73595216933544,,2026-02-09 17:28:06,2026-02-06 17:14:00,S抖音睿沃旗舰店,,,2026-02-09 16:12:36,-2,0,0,0
6686784,780073,EB2602040022920,THRK,HF-SPD,0,1,1,900,900,JDVA41847001395,,2026-02-07 19:26:07,2026-02-06 17:19:00,S京东网上商城,,,2026-02-07 18:44:50,-2,0,0,0
6687037,780082,EB2602060032624,THRK,HF-SPD,0,1,1,900,900,76794717395714,,2026-02-07 19:26:08,2026-02-06 17:33:00,S抖音睿沃旗舰店,,,2026-02-07 18:36:21,-2,0,0,0
6687052,779991,EB2602030043054,THRK,HF-SPD,0,1,1,900,900,SF5109247482413,,2026-02-08 17:42:06,2026-02-06 17:34:00,S抖音睿沃旗舰店,,,2026-02-08 15:04:00,-2,0,0,0
6687485,779409,EB2602030024855,THRK,HF-SPD,0,1,1,100,100,YT2582616164853,,,2026-02-06 17:52:00,S天猫网上旗舰,,,,-2,0,0,0
6687511,780090,EB2602030028949,THRK,HF-SPD,0,1,1,900,900,78980921394823,,2026-02-09 17:28:07,2026-02-06 17:54:00,S天猫网上旗舰,,,2026-02-09 16:32:06,-2,0,0,0
6687535,ASR2601290000010,ASR2601290000010,QTRK,HF-SPD,0,1,1,100,100,,,,2026-02-06 17:55:00,,,差异处理,,-2,0,0,0
6687726,ASR2512250000058,ASR2512250000058,QTRK,HF-SPD,0,1,1,100,100,,,,2026-02-06 18:05:00,,,,,-2,0,0,0
6687911,780116,780116,QTRK,HF-SPD,0,4,4,100,100,,,,2026-02-06 18:16:00,,,,,-2,0,0,0
6689592,778712,EB2601260048542,THRK,HF-SPD,0,1,1,900,900,73595431792787,,2026-02-09 17:28:07,2026-02-06 19:48:00,S抖音睿沃旗舰店,,,2026-02-09 16:36:32,-2,0,0,0
6691723,780371,EB2602050044637,THRK,HF-SPD,0,1,1,900,900,78980643160154,,2026-02-10 17:30:41,2026-02-06 22:38:00,S天猫网上旗舰,,,2026-02-10 17:03:03,-2,0,0,0
6692187,777460,EB2601250013140,THRK,HF-SPD,0,1,1,900,900,73595258663562,,2026-02-08 17:42:08,2026-02-06 23:14:00,S抖音睿沃旗舰店,,,2026-02-08 15:46:37,-2,0,0,0
