货主,入库单号,来源单号,入库单类型,货品编码,计划数量,已收货数,已上架数,货号,商品名称,颜色,规格,创建时间,收货日期,首状态,尾状态,整单完成时间,客退快递单号,备注,仓库
Spyder,778976,EB2602020021409,退货入库,6941767151816,1,0,0,23223CS514W001,黑色半身裙,黑色,,2026-02-05 18:12:00,,待收货,待收货,,772056214336971,,合肥仓
Spyder,778980,EB2601310032096,换货入库,6942133526122,1,1,1,25325CF203M001,羽绒服,黑色,,2026-02-05 11:37:00,2026-02-07 14:22:23,已完成,已完成,2026-02-07 14:53:06,631148065734359,,合肥仓
Spyder,779002,EB2602020000369,退货入库,6941767152370,1,1,1,23223CS523MB16,蓝石色裤子,蓝石色,,2026-02-05 09:54:01,2026-02-07 09:39:08,已完成,已完成,2026-02-07 10:29:35,JDVA41795854465,,合肥仓
Spyder,779003,EB2602020000369,退货入库,6941767152721,1,1,1,23123CS529MG07,深苔绿裤子,深苔绿,,2026-02-05 09:54:00,2026-02-07 09:38:54,已完成,已完成,2026-02-07 10:29:35,JDVA41795854465,,合肥仓
Spyder,779004,EB2602020026157,退货入库,6932472751996,1,1,1,25125ES531M001,黑色裤子,黑色,,2026-02-05 09:55:01,2026-02-07 09:58:24,已完成,已完成,2026-02-07 10:29:37,JDVA41795919903,,合肥仓
Spyder,779005,EB2602020000369,退货入库,6942105343511,1,1,1,23423CF203M220,焦糖色三合一夹克,焦糖色1,,2026-02-05 09:55:02,2026-02-07 09:39:22,已完成,已完成,2026-02-07 10:29:35,JDVA41795854465,,合肥仓
Spyder,779006,EB2602030021225,退货入库,6932472707412,1,1,1,24424CF265M600,红色羽绒服,RED；红色,,2026-02-05 09:55:02,2026-02-07 19:02:53,已完成,已完成,2026-02-07 20:25:48,75624579608461,,合肥仓
Spyder,779017,EB2602010034561,退货入库,6932472791787,1,1,1,25325EF247MC12,棉服,枯木棕,,2026-02-05 12:02:00,2026-02-07 18:54:54,已完成,已完成,2026-02-07 19:23:12,73595142071962,,合肥仓
Spyder,779029,EB2601310025701,退货入库,6941816947728,1,0,0,24324EF325MB01,藏青色卫衣,藏青色1,,2026-02-05 13:02:00,,待收货,待收货,,312955087360091,,合肥仓
Spyder,779058,EB2602020028033,退货入库,6932472791787,1,1,1,25325EF247MC12,棉服,枯木棕,,2026-02-05 13:22:00,2026-02-07 19:10:43,已完成,已完成,2026-02-07 20:25:49,73595159086494,,合肥仓
Spyder,779068,EB2601250021813,退货入库,6905853664321,1,1,1,21421CF134WE01,米色夹克,米白色,,2026-02-05 11:40:01,2026-02-07 10:10:04,已完成,已完成,2026-02-07 10:29:38,JDVA41800203827,,合肥仓
Spyder,779086,EB2602010031546,退货入库,6941816944659,1,0,0,24424MF417MB01,藏青色T恤,藏青色1,,2026-02-06 15:58:00,,待收货,待收货,,772056275822565,,合肥仓
Spyder,779088,EB2602010031546,退货入库,6941816942693,1,0,0,24324MF401M001,黑色T恤,黑色,,2026-02-06 15:58:00,,待收货,待收货,,772056275822565,,合肥仓
Spyder,779099,EB2601290045144,退货入库,6941816959684,1,1,1,24424EF249M335,深棕绿三合一夹克,深棕叶绿;深棕绿,,2026-02-05 15:41:00,2026-02-07 11:10:37,已完成,已完成,2026-02-07 11:30:05,JDX048929665305,,合肥仓
Spyder,779100,EB2602010026820,退货入库,6941816960178,1,0,0,24424MF225M001,黑色羽绒服,黑色,,2026-02-05 14:30:01,,待收货,待收货,,SF5109900298066,,合肥仓
Spyder,779102,EB2602010021353,退货入库,6941816960628,1,0,0,24424MR201MN22,灰铜绿羽绒服,灰铜绿,,2026-02-05 14:29:00,,待收货,待收货,,SF5109900298066,,合肥仓
Spyder,779112,EB2602030018172,退货入库,6942105308701,1,1,1,23323CF415MN19,玉石灰T恤,玉石灰,,2026-02-05 12:49:01,2026-02-06 17:15:01,已完成,已完成,2026-02-06 17:55:49,JDVA41802091387,,合肥仓
Spyder,779115,EB2601300040826,退货入库,6932472791473,1,1,1,25325EF201MC12,羽绒服,枯木棕,,2026-02-05 18:08:00,2026-02-07 15:00:46,已完成,已完成,2026-02-07 15:09:06,772056268327551,,合肥仓
Spyder,779130,EB2602020036059,退货入库,6941816947858,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-05 15:49:00,2026-02-07 10:00:00,已完成,已完成,2026-02-07 10:29:37,JDX048932140478,,合肥仓
Spyder,779151,EB2601280022985,退货入库,6942133505677,1,0,0,25325MF111M001,夹克,黑色,,2026-02-07 11:18:00,,待收货,待收货,,773405913553634,,合肥仓
Spyder,779187,EB2602020019689,退货入库,6942105309555,1,1,1,23323CF516W670,羽毛灰裤子,羽毛灰,,2026-02-05 16:26:00,2026-02-07 14:12:09,已完成,已完成,2026-02-07 14:53:05,YT2542000835637,,合肥仓
Spyder,779189,EB2602010045774,退货入库,6905853736776,1,1,1,22222CS438WB17,运动内衣,石磨蓝,,2026-02-07 16:25:00,2026-02-07 17:47:10,已完成,已完成,2026-02-07 19:23:08,YT2542000835637,,合肥仓
Spyder,779191,EB2602010045775,退货入库,6905853736615,1,1,1,22222CS434W001,运动内衣,黑色,,2026-02-05 16:26:00,2026-02-07 14:12:24,已完成,已完成,2026-02-07 14:53:05,YT2542000835637,,合肥仓
Spyder,779195,EB2602020036927,退货入库,6932472708075,1,1,1,24424XF247MG27,葡叶绿三合一夹克,葡叶绿,,2026-02-05 14:52:00,2026-02-06 19:16:45,已完成,已完成,2026-02-06 19:47:46,SF5109926139807,,合肥仓
Spyder,779204,EB2602030029662,退货入库,6905853734550,1,1,1,22122CS149MN08,夹克,银灰,,2026-02-05 15:05:00,2026-02-07 18:54:08,已完成,已完成,2026-02-07 19:23:12,JDVA41807360741,,合肥仓
Spyder,779208,EB2601200022949,退货入库,6942133528881,1,1,1,25425CF112WG33,夹克,湖水绿,,2026-02-05 17:28:00,2026-02-07 17:49:36,已完成,已完成,2026-02-07 19:23:09,772056266453891,,合肥仓
Spyder,779242,EB2601280020007,退货入库,6932472791992,1,0,0,25325EF417M001,T恤,黑色,,2026-02-06 09:41:02,,待收货,待收货,,73595213083805,,合肥仓
Spyder,779248,EB2602020037530,退货入库,6942105344600,1,1,1,23423CF220WN19,玉石灰羽绒服,玉石灰,,2026-02-05 16:18:00,2026-02-07 15:02:49,已完成,已完成,2026-02-07 15:09:06,631148140766166,,合肥仓
Spyder,779250,EB2602010040248,退货入库,6942133506513,1,1,1,25325MF229M001,羽绒服,黑色,,2026-02-05 16:30:00,2026-02-07 09:40:58,已完成,已完成,2026-02-07 10:29:35,SF5126940105007,,合肥仓
Spyder,779257,EB2602030034234,退货入库,6942133530754,1,0,0,25425CF527M001,裤子,黑色,,2026-02-06 17:13:01,,待收货,待收货,,73595216933544,,合肥仓
Spyder,779258,EB2602030034234,退货入库,6942133530747,1,0,0,25425CF527M001,裤子,黑色,,2026-02-06 17:14:00,,待收货,待收货,,73595216933544,,合肥仓
Spyder,779274,EB2601300021544,退货入库,6941816947841,1,0,0,24324EF543M001,黑色裤子,黑色,,2026-02-07 11:07:00,,待收货,待收货,,773405911290649,,合肥仓
Spyder,779298,EB2602040027748,退货入库,6941816947803,1,0,0,24324EF509M001,黑色裤子,黑色,,2026-02-06 16:03:00,,待收货,待收货,,772056293338011,,合肥仓
Spyder,779304,EB2601280031667,退货入库,6942133507909,1,0,0,25325MF409MG20,T恤,云杉绿,,2026-02-07 11:06:00,,待收货,待收货,,773405911131600,,合肥仓
Spyder,779318,EB2602020032647,退货入库,192636313781,1,1,1,22122US509M214,岩石色滑雪裤,岩石色,,2026-02-06 16:04:02,2026-02-07 18:56:54,已完成,已完成,2026-02-07 19:23:12,631148179042472,,合肥仓
Spyder,779319,EB2602020046273,退货入库,6941816920707,1,1,1,24224CS535MGP1,灰绿满印短裤,灰绿满印,,2026-02-05 17:46:02,2026-02-07 18:42:07,已完成,已完成,2026-02-07 19:23:10,JDVA41813595050,,合肥仓
Spyder,779320,EB2602020046056,退货入库,6941816920691,1,1,1,24224CS535MGP1,灰绿满印短裤,灰绿满印,,2026-02-05 17:47:00,2026-02-07 18:37:15,已完成,已完成,2026-02-07 19:23:10,JDVA41813633992,,合肥仓
Spyder,779332,EB2602020045803,退货入库,6941816947704,1,1,1,24324EF325M001,黑色卫衣,黑色,,2026-02-05 18:02:00,2026-02-07 18:50:05,已完成,已完成,2026-02-07 19:23:11,JDVA41814071152,,合肥仓
Spyder,779341,EB2602020041366,退货入库,6941816959974,1,0,0,24424MF214WR02,粉水晶三合一夹克,粉水晶,,2026-02-05 18:10:00,,待收货,待收货,,JDVA41814303424,,合肥仓
Spyder,779349,EB2602020044918,退货入库,6941816997013,1,0,0,24324CF109M001,黑色夹克,黑色,,2026-02-05 18:33:00,,待收货,待收货,,435034850844163,,合肥仓
Spyder,779350,EB2602020045571,退货入库,6942133527990,1,0,0,25325CF420W001,T恤,黑色,,2026-02-06 09:27:01,,待收货,待收货,,631148192860944,,合肥仓
Spyder,779351,EB2602020045571,退货入库,6942133516994,1,0,0,25325CF104WN96,夹克,宁静灰,,2026-02-06 09:27:00,,待收货,待收货,,631148192860944,,合肥仓
Spyder,779357,EB2602020046780,退货入库,6942133547110,1,0,0,26102PO26102KM001,针织长裤,黑色,,2026-02-06 15:51:00,,待收货,待收货,,JT3152948335089,,合肥仓
Spyder,779373,EB2602020043778,退货入库,6932472792067,1,0,0,25325EF417MN15,T恤,磁石灰,,2026-02-06 09:41:01,,待收货,待收货,,JDX048974607884,,合肥仓
Spyder,779374,EB2602020022786,退货入库,6942133507046,1,0,0,25325MF305MC14,卫衣,枯栗褐,,2026-02-06 16:05:04,,待收货,待收货,,JT3152969840828,,合肥仓
Spyder,779376,EB2602020033765,退货入库,6942105347137,1,0,0,23423MF247M001,黑色棉服,黑色,,2026-02-06 16:05:03,,待收货,待收货,,1320452710733,,合肥仓
Spyder,779380,EB2602020022785,退货入库,6942105307605,1,0,0,23323CF301M0MT,灰绿卫衣,灰绿,,2026-02-06 16:05:01,,待收货,待收货,,JT3152969840828,,合肥仓
Spyder,779384,EB2602040028864,退货入库,6941816960628,1,1,1,24424MR201MN22,灰铜绿羽绒服,灰铜绿,,2026-02-05 19:00:01,2026-02-06 16:43:40,已完成,已完成,2026-02-06 17:55:45,JDVA41815489244,,合肥仓
Spyder,779385,EB2602040028864,退货入库,6941816947841,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-05 19:00:01,2026-02-06 16:43:47,已完成,已完成,2026-02-06 17:55:45,JDVA41815489244,,合肥仓
Spyder,779394,EB2602030025982,退货入库,6932472792005,1,0,0,25325EF417M001,T恤,黑色,,2026-02-06 09:03:00,,待收货,待收货,,73595246853257,,合肥仓
Spyder,779395,EB2601290027352,退货入库,6932472791398,1,0,0,25325EF201M001,羽绒服,黑色,,2026-02-07 20:05:00,,待收货,待收货,,73595607372493,,合肥仓
Spyder,779409,EB2602030024855,退货入库,6932472752016,1,0,0,25125ES531M001,黑色裤子,黑色,,2026-02-06 17:52:00,,待收货,待收货,,YT2582616164853,,合肥仓
Spyder,779443,EB2602030022842,退货入库,6941816947940,1,0,0,24324EF543MN02,深灰色裤子,深灰色;灰色,,2026-02-05 20:31:01,,待收货,待收货,,SF5126981083495,,合肥仓
Spyder,779452,EB2602020024074,退货入库,6932472706682,1,0,0,24424CF236W001,黑色羽绒服,黑色,,2026-02-05 20:03:00,,待收货,待收货,,JDVA41816798429,,合肥仓
Spyder,779453,EB2601310040830,退货入库,6942133545048,1,0,0,26102OE26101KM001,短袖POLO衫,黑色,,2026-02-06 13:22:00,,待收货,待收货,,JDX048960864956,,合肥仓
Spyder,779473,EB2601310037524,退货入库,6942133509248,1,0,0,25325MR106W001,夹克,黑色,,2026-02-06 16:04:00,,待收货,待收货,,772056280990544,,合肥仓
Spyder,779474,EB2602010028286,退货入库,6942133509262,1,0,0,25325MR106W001,夹克,黑色,,2026-02-06 16:04:01,,待收货,待收货,,772056280990544,,合肥仓
Spyder,779490,EB2602030034613,退货入库,6941816947865,1,0,0,24324EF543M001,黑色裤子,黑色,,2026-02-06 09:02:02,,待收货,待收货,,JDX048975564710,,合肥仓
Spyder,779542,EB2602020044333,退货入库,6942133550493,1,0,0,26102TO26124KM001,长袖T恤,黑色,,2026-02-05 21:10:00,,待收货,待收货,,JDVA41818144910,,合肥仓
Spyder,779562,EB2602030045664,退货入库,6942133507893,1,1,1,25325MF409MG20,T恤,云杉绿,,2026-02-06 16:04:01,2026-02-07 10:21:01,已完成,已完成,2026-02-07 10:29:40,1320607173433,,合肥仓
Spyder,779564,EB2602010018300,退货入库,6941816947728,1,1,1,24324EF325MB01,藏青色卫衣,藏青色1,,2026-02-06 16:05:04,2026-02-07 10:21:11,已完成,已完成,2026-02-07 10:29:43,1320607173433,,合肥仓
Spyder,779573,EB2602020046035,退货入库,6941816947841,1,0,0,24324EF543M001,黑色裤子,黑色,,2026-02-05 21:25:00,,待收货,待收货,,JDVA41818450605,,合肥仓
Spyder,779574,EB2602020046035,退货入库,6941816947858,1,0,0,24324EF543M001,黑色裤子,黑色,,2026-02-05 21:25:00,,待收货,待收货,,JDVA41818450605,,合肥仓
Spyder,779575,EB2602020045801,退货入库,6941767151571,1,0,0,23223CS505M001,黑色裤子,黑色,,2026-02-05 21:26:00,,待收货,待收货,,JDVA41818463259,,合肥仓
Spyder,779584,EB2602030035204,退货入库,6942133507893,1,0,0,25325MF409MG20,T恤,云杉绿,,2026-02-06 16:05:00,,待收货,待收货,,73595334661160,,合肥仓
Spyder,779595,EB2602020000044,退货入库,6942105348943,1,0,0,99923EF133M001,黑色冲锋衣,黑色,,2026-02-06 10:32:00,,待收货,待收货,,73595268746139,,合肥仓
Spyder,779604,EB2602030030161,退货入库,6932472753099,1,0,0,25125MS417M001,黑色POLO衫,黑色,,2026-02-06 10:03:08,,待收货,待收货,,73595270981079,,合肥仓
Spyder,779607,EB2602030008102,退货入库,6942105343801,1,0,0,23423CF210W670,羽毛灰背心,羽毛灰,,2026-02-05 23:56:00,,待收货,待收货,,770017181537180,,合肥仓
Spyder,779636,EB2601300038990,退货入库,6941767147604,1,0,0,23123CS302W430,天空蓝卫衣,深紫红/天空蓝,,2026-02-06 16:05:05,,待收货,待收货,,1320621783133,,合肥仓
Spyder,779637,EB2601300038990,退货入库,6941816943713,1,0,0,24324MR320WR02,粉水晶卫衣,粉水晶,,2026-02-06 16:05:00,,待收货,待收货,,1320621783133,,合肥仓
Spyder,779647,EB2602010042759,退货入库,6941816960147,1,1,1,24424MF217MN22,灰铜绿羽绒服,灰铜绿,,2026-02-06 16:05:05,2026-02-07 18:52:58,已完成,已完成,2026-02-07 19:23:11,SF5109744207448,,合肥仓
Spyder,779656,EB2602030023152,退货入库,6941816948367,1,1,1,24324MF503M906,炭灰色裤子,炭灰色,,2026-02-05 22:58:00,2026-02-07 18:59:54,已完成,已完成,2026-02-07 20:25:47,JDVA41820015787,,合肥仓
Spyder,779660,EB2602020045806,退货入库,6942105308534,1,0,0,23323CF413ME01,米色T恤,米白色,,2026-02-06 16:04:00,,待收货,待收货,,772056298389925,,合肥仓
Spyder,779662,EB2602020045807,退货入库,6942105391024,1,0,0,24124ES425MG20,云杉绿T恤,云杉绿,,2026-02-06 16:04:02,,待收货,待收货,,772056298389925,,合肥仓
Spyder,779681,EB2602020043220,退货入库,6942133510558,1,0,0,25425MF243M001,三合一,黑色,,2026-02-05 23:45:00,,待收货,待收货,,JDVA41820533591,,合肥仓
Spyder,779705,EB2602020043041,退货入库,6942133510459,1,0,0,25425MF233M001,羽绒服,黑色,,2026-02-06 00:50:01,,待收货,待收货,,JDVA41822508165,,合肥仓
Spyder,779721,EB2602030002988,退货入库,6932472792173,1,0,0,25325EF517MN02,裤子,深灰色;灰色,,2026-02-06 07:13:00,,待收货,待收货,,JDVA41824032999,,合肥仓
Spyder,779722,EB2602020004880,退货入库,6942105378216,1,0,0,24124MR513M001,黑色裤子,黑色,,2026-02-06 07:23:00,,待收货,待收货,,JDVA41824190509,,合肥仓
Spyder,779723,EB2602020004881,退货入库,6941816942914,1,0,0,24324MF408W001,黑色T恤,黑色,,2026-02-06 07:24:00,,待收货,待收货,,JDVA41824224735,,合肥仓
Spyder,779792,EB2601290045595,退货入库,6941816960284,1,0,0,24424MF227M001,黑色羽绒服,黑色,,2026-02-06 10:03:08,,待收货,待收货,,SF5126098974143,,合肥仓
Spyder,779809,EB2602030042857,退货入库,6932472791381,1,0,0,25325EF201M001,羽绒服,黑色,,2026-02-06 09:52:00,,待收货,待收货,,JDVA41830211644,,合肥仓
Spyder,779812,EB2602030031158,退货入库,6932472791732,1,0,0,25325EF247M001,棉服,黑色,,2026-02-06 11:23:01,,待收货,待收货,,SF5109259212870,,合肥仓
Spyder,779816,EB2602020043040,退货入库,6932472767591,1,0,0,25225MS545M001,黑色短裤,黑色,,2026-02-06 09:59:00,,待收货,待收货,,JDVA41830507886,,合肥仓
Spyder,779835,EB2602030028030,退货入库,6942105357815,1,0,0,99924ES105M001,黑色夹克,黑色,,2026-02-06 11:03:00,,待收货,待收货,,YT2582577385621,,合肥仓
Spyder,779846,EB2602040022904,退货入库,6942133517151,1,0,0,25325CF119M001,夹克,黑色,,2026-02-06 12:21:00,,待收货,待收货,,73595332899435,,合肥仓
Spyder,779850,EB2602010043676,退货入库,6942133510404,1,0,0,25425MF231MN22,羽绒服,灰铜绿,,2026-02-06 11:08:00,,待收货,待收货,,JDVA41833311757,,合肥仓
Spyder,779865,EB2601310050329,退货入库,6941816959516,1,0,0,24424EF225M001,黑色羽绒服,黑色,,2026-02-07 11:13:01,,待收货,待收货,,73595341452440,,合肥仓
Spyder,779918,EB2602030045656,退货入库,6932472701885,1,0,0,24424EF161M001,黑色冲锋衣,黑色,,2026-02-06 14:22:00,,待收货,待收货,,73595356445289,,合肥仓
Spyder,779937,EB2602040028845,退货入库,6942133512613,1,0,0,253CP25FW213M999,羽绒服,黑色999,,2026-02-06 14:32:00,,待收货,待收货,,SF5109294979427,,合肥仓
Spyder,779939,EB2602020025777,退货入库,6941816958502,1,0,0,24324MF137MN22,灰铜绿夹克,灰铜绿,,2026-02-06 14:18:00,,待收货,待收货,,JDX048994961456,,合肥仓
Spyder,779955,EB2601230033222,退货入库,6941816959622,1,0,0,24424EF249M001,黑色三合一夹克,黑色,,2026-02-06 15:54:00,,待收货,待收货,,JDX048997466229,,合肥仓
Spyder,779975,779975,其他入库,192636314467,1,0,0,22122US104W028,花影印花滑雪服,花影印花,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472706644,1,0,0,24424CF234W001,黑色羽绒服,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816920721,1,0,0,24224CS537M001,黑色短裤,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816959547,1,0,0,24424EF225MB01,藏青色羽绒服,藏青色1,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816937811,1,0,0,24124ES485M001,黑色T恤,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816942310,1,0,0,24324MF305M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816947582,1,0,0,24324EF171MMHG,黑色/绿色夹克,黑色/绿色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816942785,1,0,0,24324MF405M001,黑色POLO衫,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816959509,1,0,0,24424EF225M001,黑色羽绒服,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816960185,1,0,0,24424MF225M001,黑色羽绒服,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816960437,1,0,0,24424MF523M906,炭灰色裤子,炭灰色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816947650,2,0,0,24324EF171MMHR,黑色/红色夹克,黑色/红色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816947728,1,0,0,24324EF325MB01,藏青色卫衣,藏青色1,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816947766,1,0,0,24324EF325ME08,灰杏色卫衣,灰杏色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816959448,1,0,0,24424EF207U001,黑色羽绒服,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105348486,1,0,0,23423MR315MN12,深麻灰卫衣,深麻灰;花灰,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105308381,1,0,0,23323CF411M001,黑色T恤,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105308701,1,0,0,23323CF415MN19,玉石灰T恤,玉石灰,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105347083,1,0,0,23423MF245MB08,海岛蓝滑雪服装,海岛蓝,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105312418,1,0,0,23323MR533M2OK,游牧灰裤子,游牧灰,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105377813,1,0,0,24124MR323M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105391987,1,0,0,24124MS315MB25,夜空蓝卫衣,夜空蓝,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105393486,1,0,0,24124MS503MN25,燧石灰裤子,燧石灰;烟灰色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105389250,1,0,0,24124CS111M001,黑色夹克,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105390638,1,0,0,24124CS437MG15,青提绿T恤,青提绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105348486,1,0,0,23423MR315MN12,深麻灰卫衣,深麻灰;花灰,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6905853618003,1,0,0,21421CF907U001,黑色帽子,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6905853735717,1,0,0,22122CS311MG09,卫衣,灰岩绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472701236,1,0,0,24424CF301M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472701311,1,0,0,24424CF321M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767106854,1,0,0,22422CF206WE01,米色棉服,米白色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767107240,1,0,0,22422CF304WN11,麻灰色卫衣,麻灰,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767107417,1,0,0,22422CF312WG05,海沫绿卫衣,海沫绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767135816,1,0,0,22422CF536W001,黑色运动打底裤,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816999147,1,0,0,24324CF503MN10,板岩灰裤子,N10,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105312579,1,0,0,99923EF243M001,黑色羽绒服,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105312647,1,0,0,99923EF243MY08,黄铜色羽绒服,黄铜色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105377660,1,0,0,24124MR105MN22,灰铜绿夹克,灰铜绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6905853741152,1,0,0,22122CS150WN08,夹克,银灰,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472701342,1,0,0,24424CF321M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472701366,1,0,0,24424CF321MN10,板岩灰卫衣,N10,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472701625,1,0,0,24424CF460W001,黑色T恤,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472706491,1,0,0,24424CF229MC12,枯木棕羽绒服,枯木棕,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6932472706729,1,0,0,24424CF236WW03,鸟羽白羽绒服,鸟羽白,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767135748,1,0,0,22422CF403M001,黑色运动打底上衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767135755,1,0,0,22422CF403M001,黑色运动打底上衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941767152271,1,0,0,23123CS522W001,黑色裤子,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816918063,1,0,0,24124CS131MG18,森林绿夹克,森林绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816923418,1,0,0,24224MS473M100,白色T恤,白色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816923425,1,0,0,24224MS473M100,白色T恤,白色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816942730,1,0,0,24324MF401M0MT,灰绿色T恤,灰绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816944543,1,0,0,24424MF415MN22,灰铜绿T恤,灰铜绿,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816947827,1,0,0,24324EF509M001,黑色裤子,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6941816959523,1,0,0,24424EF225M001,黑色羽绒服,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105308398,1,0,0,23323CF411M001,黑色T恤,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105377813,1,0,0,24124MR323M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
Spyder,779975,779975,其他入库,6942105377820,1,0,0,24124MR323M001,黑色卫衣,黑色,,2026-02-06 15:16:00,,待收货,待收货,,,,合肥仓
